ticket_id,customer_id,created_at,channel,priority,issue_category,ticket_text,sentiment,first_response_hours,resolution_hours,resolved
200578,C100246,2024-03-22T06:12,In-App,Medium,product_performance,The reporting page keeps timing out.,0.06,1.57,17.48,1
200579,C100246,2024-12-20T09:15,Email,Low,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.18,0.44,3.84,1
200580,C100247,2024-11-25T01:23,Email,Medium,billing_admin,I need to change our billing email and can't find the option.,-0.4,4.22,9.3,1
200581,C100247,2024-12-08T06:06,Email,Medium,sales_expectation,We expected multi-warehouse support out of the box.,-0.62,6.28,6.37,1
200582,C100247,2024-10-25T15:54,Email,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,-0.16,1.7,8.98,1
200583,C100247,2024-07-30T15:57,Phone,Low,billing_admin,VAT appears to be calculated incorrectly.,-0.31,5.44,27.12,1
200584,C100248,2024-07-26T11:56,In-App,Medium,billing_admin,I need to change our billing email and can't find the option.,-0.3,1.11,4.83,1
200585,C100248,2024-08-06T08:28,In-App,Medium,billing_admin,We were charged for extra users we don't have.,0.35,3.82,6.11,1
200586,C100248,2024-12-24T04:48,Email,Low,sales_expectation,Sales promised a custom report that doesn't exist.,-0.11,1.4,6.52,1
200587,C100249,2024-12-14T18:14,Email,High,sales_expectation,We expected multi-warehouse support out of the box.,0.02,7.35,10.66,1
200588,C100249,2024-09-18T18:56,Chat,Medium,billing_admin,VAT appears to be calculated incorrectly.,-0.5,0.32,3.33,1
200589,C100249,2024-01-27T22:02,Chat,Low,product_performance,Mobile app crashes when I try to view inventory levels.,0.14,2.13,3.13,1
200590,C100249,2024-05-31T05:13,Chat,Low,billing_admin,I need to change our billing email and can't find the option.,0.43,3.2,13.33,1
200591,C100249,2024-03-08T21:27,Chat,Urgent,billing_admin,We were charged for extra users we don't have.,-0.42,0.66,6.03,0
200592,C100249,2024-12-04T10:58,Email,Low,product_usability,Bulk upload flow is not intuitive.,-0.05,3.09,10.1,1
200593,C100249,2024-07-06T08:33,In-App,High,billing_admin,Our discount was not applied to this renewal.,-0.26,0.8,8.68,1
200594,C100249,2024-10-14T03:26,Chat,Low,product_performance,Mobile app crashes when I try to view inventory levels.,-0.29,0.1,16.6,1
200595,C100249,2024-04-29T18:49,Email,High,product_performance,Dashboard loads very slowly during peak hours.,0.27,1.35,3.59,1
200596,C100249,2024-12-16T08:24,In-App,Medium,sales_expectation,We expected multi-warehouse support out of the box.,-0.79,3.16,8.43,0
200597,C100249,2024-12-29T05:17,In-App,Low,billing_admin,We were charged for extra users we don't have.,0.15,0.5,2.52,1
200598,C100250,2024-11-30T12:56,Phone,Medium,billing_admin,We were charged for extra users we don't have.,-0.26,3.07,4.87,1
200599,C100250,2024-06-05T08:57,Phone,Low,product_performance,Mobile app crashes when I try to view inventory levels.,0.05,5.27,39.25,1
200600,C100251,2024-05-06T08:53,In-App,High,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.51,1.03,4.23,1
200601,C100251,2024-05-01T04:19,In-App,High,product_performance,Inventory sync takes too long to complete.,-0.23,1.22,3.61,1
200602,C100251,2024-08-12T23:26,Email,Low,sales_expectation,Pricing discussed in the demo does not match our invoice.,0.27,0.63,7.96,1
200603,C100253,2024-03-10T23:31,Phone,High,product_usability,Search results are not clearly sorted.,-0.09,1.1,4.3,1
200604,C100253,2024-08-01T09:45,In-App,Low,product_usability,It's hard to find where to update product SKUs.,-0.08,5.12,7.05,1
200605,C100253,2024-10-07T06:56,Chat,High,product_performance,Inventory sync takes too long to complete.,0.05,1.34,5.29,1
200606,C100254,2024-04-12T14:03,Phone,High,product_usability,It's hard to find where to update product SKUs.,0.02,4.02,11.19,1
200607,C100255,2024-10-22T14:32,In-App,Medium,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.41,0.1,0.87,1
200608,C100256,2024-07-20T07:23,In-App,Medium,product_performance,Dashboard loads very slowly during peak hours.,0.2,2.1,24.98,1
200609,C100258,2024-08-10T18:35,Phone,Medium,product_usability,Search results are not clearly sorted.,-0.32,1.19,9.89,1
200610,C100258,2024-11-30T09:01,In-App,Low,sales_expectation,Sales promised a custom report that doesn't exist.,-0.44,0.9,1.22,1
200611,C100258,2024-12-16T20:14,Chat,Medium,product_usability,The new dashboard is confusing for my staff.,-0.03,4.55,9.81,1
200612,C100258,2024-02-03T21:00,In-App,High,billing_admin,We were charged for extra users we don't have.,0.2,6.08,21.28,1
200613,C100258,2024-05-16T07:16,Phone,High,product_usability,It's hard to find where to update product SKUs.,-0.25,0.49,1.23,1
200614,C100258,2024-12-23T12:54,Phone,Medium,sales_expectation,We expected multi-warehouse support out of the box.,0.13,1.84,2.22,1
200615,C100258,2024-12-30T09:43,In-App,Medium,product_usability,Search results are not clearly sorted.,-0.46,0.49,24.58,1
200616,C100258,2024-10-03T17:41,Phone,Medium,product_performance,The reporting page keeps timing out.,0.22,1.86,5.4,1
200617,C100260,2024-08-16T02:21,Phone,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,0.43,2.03,14.93,1
200618,C100260,2024-11-22T20:45,Phone,Low,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.17,4.18,4.76,1
200619,C100261,2024-12-21T19:25,Phone,Medium,product_usability,It's hard to find where to update product SKUs.,0.12,0.82,21.64,1
200620,C100262,2024-09-12T09:16,In-App,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,0.22,1.49,10.4,1
200621,C100262,2024-10-09T10:46,Chat,Medium,product_performance,Inventory sync takes too long to complete.,0.28,1.63,7.33,1
200622,C100262,2024-05-16T16:19,Chat,High,billing_admin,Our discount was not applied to this renewal.,0.15,0.68,11.64,0
200623,C100263,2024-11-16T03:30,Chat,High,product_usability,Bulk upload flow is not intuitive.,0.2,6.5,16.95,1
200624,C100264,2024-11-09T20:05,Chat,Medium,product_usability,Bulk upload flow is not intuitive.,0.02,3.45,9.28,1
200625,C100264,2024-11-22T10:23,Phone,Medium,sales_expectation,We expected multi-warehouse support out of the box.,0.23,5.11,5.4,1
200626,C100264,2024-12-20T15:03,Email,Medium,billing_admin,We were charged for extra users we don't have.,0.06,2.43,10.7,1
200627,C100265,2024-07-17T21:24,Phone,Medium,product_usability,It's hard to find where to update product SKUs.,0.06,11.61,24.24,1
200628,C100265,2024-12-20T06:21,In-App,Urgent,product_usability,The new dashboard is confusing for my staff.,-0.42,8.02,8.25,1
200629,C100265,2024-08-10T10:55,Chat,High,billing_admin,I need to change our billing email and can't find the option.,-0.29,1.27,2.45,0
200630,C100266,2024-04-11T20:11,Phone,Medium,billing_admin,Our discount was not applied to this renewal.,-0.13,3.14,12.64,1
200631,C100266,2024-11-17T08:13,Chat,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,0.02,8.49,11.01,1
200632,C100266,2024-05-17T02:08,In-App,Medium,product_usability,Search results are not clearly sorted.,0.06,5.33,22.47,1
200633,C100267,2024-12-03T15:24,Email,Low,billing_admin,VAT appears to be calculated incorrectly.,0.46,3.81,13.23,1
200634,C100267,2024-11-24T00:57,Phone,High,product_usability,Bulk upload flow is not intuitive.,0.16,0.81,15.6,1
200635,C100267,2024-10-27T21:00,Chat,Medium,product_usability,It's hard to find where to update product SKUs.,0.43,0.94,27.77,1
200636,C100267,2024-08-21T04:06,In-App,Medium,sales_expectation,Pricing discussed in the demo does not match our invoice.,0.06,1.76,7.06,1
200637,C100267,2024-11-10T02:52,Email,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.11,2.48,5.38,1
200638,C100270,2024-11-25T23:33,Phone,Medium,sales_expectation,We expected multi-warehouse support out of the box.,0.18,1.53,2.4,1
200639,C100270,2024-11-06T15:22,Chat,Low,product_usability,Bulk upload flow is not intuitive.,-0.06,0.45,20.75,1
200640,C100272,2024-04-21T07:14,Chat,Medium,billing_admin,We were charged for extra users we don't have.,-0.56,4.83,23.69,1
200641,C100272,2024-10-06T03:23,Email,Medium,product_performance,Inventory sync takes too long to complete.,-0.29,2.45,37.52,1
200642,C100274,2024-09-25T19:03,Email,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,0.51,3.21,27.53,1
200643,C100275,2024-10-30T22:07,In-App,Medium,product_performance,Dashboard loads very slowly during peak hours.,-0.19,0.79,10.58,1
200644,C100275,2024-12-03T15:44,Chat,Medium,product_performance,The reporting page keeps timing out.,-0.82,18.02,29.65,1
200645,C100275,2024-10-18T13:42,Email,Medium,product_performance,The reporting page keeps timing out.,-0.4,0.33,6.28,1
200646,C100276,2024-10-26T13:53,Email,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.19,5.52,16.91,1
200647,C100276,2024-09-10T03:50,Email,Medium,product_performance,The reporting page keeps timing out.,-0.17,0.61,0.69,1
200648,C100277,2024-09-22T16:12,Phone,High,product_usability,Bulk upload flow is not intuitive.,0.3,1.48,4.12,1
200649,C100277,2024-06-27T01:35,In-App,High,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.09,3.3,5.39,1
200650,C100278,2024-12-07T07:00,Email,Medium,billing_admin,Our discount was not applied to this renewal.,0.07,0.29,2.08,1
200651,C100279,2024-08-27T04:05,Email,High,product_performance,Mobile app crashes when I try to view inventory levels.,-0.71,10.62,11.12,1
200652,C100279,2024-12-12T20:14,In-App,Urgent,product_performance,The reporting page keeps timing out.,-0.63,1.53,60.61,1
200653,C100279,2024-11-23T14:03,Email,High,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.26,4.25,5.18,1
200654,C100280,2024-06-25T11:51,Phone,Medium,product_performance,The reporting page keeps timing out.,-0.62,0.64,16.55,0
200655,C100280,2024-05-09T01:00,Chat,Medium,product_performance,Dashboard loads very slowly during peak hours.,-0.22,6.23,9.07,0
200656,C100280,2024-08-26T11:57,In-App,Urgent,product_usability,Bulk upload flow is not intuitive.,0.17,1.63,6.22,1
200657,C100281,2024-03-10T11:52,Phone,Low,sales_expectation,Sales promised a custom report that doesn't exist.,0.06,1.35,8.6,1
200658,C100281,2024-09-01T14:17,In-App,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.02,0.9,9.09,1
200659,C100281,2024-02-26T20:56,Chat,Low,billing_admin,VAT appears to be calculated incorrectly.,-0.04,1.48,2.52,1
200660,C100281,2024-08-03T03:26,In-App,High,product_performance,Inventory sync takes too long to complete.,-0.3,3.13,6.82,1
200661,C100281,2024-12-18T19:24,Phone,Medium,billing_admin,I need to change our billing email and can't find the option.,0.16,2.9,2.95,1
200662,C100282,2024-01-24T15:07,In-App,Medium,product_usability,Search results are not clearly sorted.,0.19,1.55,3.13,1
200663,C100282,2024-07-07T20:20,Email,High,product_performance,The reporting page keeps timing out.,0.21,1.11,14.7,1
200664,C100282,2024-05-04T16:33,Email,Medium,product_usability,Bulk upload flow is not intuitive.,-0.5,4.75,12.97,1
200665,C100282,2024-12-01T11:42,In-App,Low,product_usability,Search results are not clearly sorted.,-0.07,0.2,8.24,1
200666,C100283,2024-06-02T20:59,Chat,Medium,product_performance,Dashboard loads very slowly during peak hours.,-0.45,0.75,1.42,1
200667,C100283,2024-06-10T05:04,In-App,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.11,2.97,7.47,1
200668,C100283,2024-08-27T01:32,Chat,Medium,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.17,1.51,5.86,1
200669,C100283,2024-12-05T07:05,In-App,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.02,1.0,19.29,1
200670,C100284,2024-12-09T15:28,Phone,Low,billing_admin,We were charged for extra users we don't have.,-0.13,6.02,6.96,1
200671,C100284,2024-08-28T03:25,In-App,Low,billing_admin,We were charged for extra users we don't have.,0.48,1.38,2.3,1
200672,C100284,2024-07-10T19:39,Phone,High,product_performance,Dashboard loads very slowly during peak hours.,-0.22,5.75,23.19,1
200673,C100284,2024-11-11T10:23,Email,High,product_usability,Search results are not clearly sorted.,0.15,0.56,3.33,1
200674,C100284,2024-09-25T17:49,In-App,High,billing_admin,Our discount was not applied to this renewal.,0.09,13.42,15.79,0
200675,C100286,2024-06-09T03:06,Chat,Low,sales_expectation,We expected multi-warehouse support out of the box.,-0.34,1.59,2.73,1
200676,C100286,2024-07-22T17:33,Phone,High,sales_expectation,Pricing discussed in the demo does not match our invoice.,0.19,3.91,6.75,1
200677,C100287,2024-05-01T15:08,In-App,Low,product_performance,Inventory sync takes too long to complete.,-0.4,3.31,14.15,1
200678,C100287,2024-07-26T03:59,In-App,Medium,product_usability,The new dashboard is confusing for my staff.,0.15,5.53,14.2,1
200679,C100288,2024-04-19T03:48,In-App,Low,product_usability,Bulk upload flow is not intuitive.,-0.13,0.29,3.33,1
200680,C100288,2024-10-16T14:42,Chat,Urgent,product_performance,Mobile app crashes when I try to view inventory levels.,-0.01,0.8,2.42,1
200681,C100289,2024-11-03T17:59,In-App,High,product_performance,Dashboard loads very slowly during peak hours.,0.14,12.94,31.93,1
200682,C100289,2024-09-29T22:37,Chat,High,billing_admin,I need to change our billing email and can't find the option.,0.03,3.39,4.75,1
200683,C100289,2024-12-22T12:42,Phone,Medium,product_usability,It's hard to find where to update product SKUs.,0.12,0.35,17.41,1
200684,C100290,2024-07-10T19:58,Chat,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.06,1.23,2.23,1
200685,C100290,2024-07-27T14:51,Chat,Low,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.21,0.1,0.21,1
200686,C100290,2024-10-01T22:47,Chat,Medium,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.15,1.71,19.87,1
200687,C100290,2024-07-20T21:08,Chat,Medium,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.0,2.22,6.79,0
200688,C100290,2024-08-30T11:35,In-App,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,0.51,2.36,24.77,0
200689,C100291,2024-09-23T13:51,Email,Medium,billing_admin,Our discount was not applied to this renewal.,0.14,12.06,19.33,1
200690,C100292,2024-06-17T04:03,Email,Low,product_performance,Mobile app crashes when I try to view inventory levels.,0.15,12.82,26.04,1
200691,C100293,2024-07-02T21:16,Chat,High,product_usability,Bulk upload flow is not intuitive.,0.09,0.4,2.39,1
200692,C100293,2024-07-29T17:02,Phone,High,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.22,0.1,3.26,1
200693,C100293,2024-11-03T23:41,In-App,Medium,product_performance,Inventory sync takes too long to complete.,0.06,5.87,13.87,1
200694,C100293,2024-07-18T12:24,In-App,Urgent,sales_expectation,Sales promised a custom report that doesn't exist.,0.36,3.13,3.41,1
200695,C100293,2024-11-09T00:47,Phone,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,-0.38,2.98,10.71,1
200696,C100295,2024-05-12T20:45,Phone,High,billing_admin,I need to change our billing email and can't find the option.,-0.1,13.47,19.37,1
200697,C100295,2024-06-25T09:28,Chat,Urgent,product_usability,The new dashboard is confusing for my staff.,0.18,5.31,5.9,1
200698,C100295,2024-01-27T05:47,Email,Medium,product_performance,Inventory sync takes too long to complete.,-0.16,8.82,13.51,1
200699,C100296,2024-07-05T17:16,Chat,Low,billing_admin,Our discount was not applied to this renewal.,-0.13,15.73,17.22,1
200700,C100296,2024-07-26T10:29,Chat,Low,sales_expectation,Sales promised a custom report that doesn't exist.,-0.25,8.82,14.95,1
200701,C100296,2024-10-27T20:39,Phone,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,0.33,8.99,14.65,1
200702,C100296,2024-05-11T22:20,Chat,Urgent,sales_expectation,Sales promised a custom report that doesn't exist.,0.44,3.48,5.7,1
200703,C100298,2024-09-27T13:34,In-App,Low,product_performance,Inventory sync takes too long to complete.,0.05,0.55,2.3,1
200704,C100298,2024-11-05T21:21,Phone,Medium,product_usability,The new dashboard is confusing for my staff.,0.25,0.77,4.7,0
200705,C100298,2024-06-27T17:52,Email,Low,product_usability,Search results are not clearly sorted.,0.32,0.1,4.49,1
200706,C100299,2024-09-30T07:57,Chat,Urgent,sales_expectation,We expected multi-warehouse support out of the box.,0.13,3.16,23.64,0
200707,C100300,2024-09-05T03:24,Phone,Medium,sales_expectation,We expected multi-warehouse support out of the box.,0.1,0.46,0.72,1
200708,C100300,2024-09-14T16:52,Phone,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,-0.2,15.68,20.87,1
200709,C100304,2024-03-30T01:18,Chat,Medium,billing_admin,VAT appears to be calculated incorrectly.,-0.14,1.45,8.48,1
200710,C100304,2024-11-23T05:49,Email,Medium,product_performance,Dashboard loads very slowly during peak hours.,0.17,1.93,21.56,1
200711,C100304,2024-09-29T21:27,Email,Medium,product_usability,The new dashboard is confusing for my staff.,0.13,5.48,16.94,1
200712,C100304,2024-03-24T23:43,Chat,Low,billing_admin,We were charged for extra users we don't have.,0.14,2.11,2.38,1
200713,C100304,2024-08-10T02:04,Email,Low,sales_expectation,Sales promised a custom report that doesn't exist.,-0.1,1.85,5.02,1
200714,C100305,2024-07-16T18:52,Chat,High,sales_expectation,Sales promised a custom report that doesn't exist.,-0.07,0.64,10.86,1
200715,C100305,2024-02-10T14:40,In-App,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.13,0.34,19.79,1
200716,C100306,2024-09-09T21:07,Email,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,-0.06,0.81,1.19,1
200717,C100307,2024-10-13T22:54,Email,Medium,product_performance,Dashboard loads very slowly during peak hours.,0.15,4.63,30.51,1
200718,C100307,2024-11-12T21:19,Email,Medium,product_performance,The reporting page keeps timing out.,-0.17,10.4,11.06,1
200719,C100307,2024-11-07T12:52,Email,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.41,7.17,7.53,1
200720,C100308,2024-10-20T23:25,Phone,Urgent,product_usability,The new dashboard is confusing for my staff.,0.1,12.04,14.89,1
200721,C100309,2024-08-15T21:56,Phone,Urgent,product_usability,Bulk upload flow is not intuitive.,-0.25,0.25,0.27,1
200722,C100309,2024-06-28T03:02,Email,Medium,product_performance,Inventory sync takes too long to complete.,-0.16,0.1,1.14,1
200723,C100309,2024-09-12T09:13,Phone,Medium,billing_admin,We were charged for extra users we don't have.,-0.36,1.8,5.67,1
200724,C100309,2024-07-05T05:14,Phone,Low,product_usability,The new dashboard is confusing for my staff.,-0.32,1.39,17.04,1
200725,C100310,2024-11-06T17:29,Email,Medium,product_usability,It's hard to find where to update product SKUs.,0.31,1.74,37.9,1
200726,C100310,2024-08-25T03:12,In-App,Urgent,product_performance,The reporting page keeps timing out.,0.17,1.41,16.1,1
200727,C100310,2024-12-02T21:41,Chat,Low,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.24,0.57,2.99,1
200728,C100310,2024-11-05T10:31,In-App,Medium,product_performance,Inventory sync takes too long to complete.,0.0,1.86,3.44,1
200729,C100311,2024-06-24T18:36,Phone,High,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.02,7.85,9.09,1
200730,C100312,2024-06-15T00:20,Chat,High,billing_admin,I need to change our billing email and can't find the option.,-0.04,1.27,2.85,1
200731,C100312,2024-06-01T11:08,Phone,High,billing_admin,Our discount was not applied to this renewal.,-0.48,7.08,7.41,1
200732,C100313,2024-05-25T11:49,Phone,Medium,billing_admin,VAT appears to be calculated incorrectly.,-0.05,4.07,11.91,1
200733,C100313,2024-10-03T20:38,Email,High,product_performance,Inventory sync takes too long to complete.,-0.36,7.68,11.67,1
200734,C100313,2024-12-24T08:46,Email,High,product_usability,The new dashboard is confusing for my staff.,-0.06,3.28,11.99,1
200735,C100315,2024-09-03T18:37,In-App,High,product_performance,Dashboard loads very slowly during peak hours.,0.08,1.13,11.37,1
200736,C100315,2024-05-11T17:16,In-App,Medium,product_usability,It's hard to find where to update product SKUs.,0.04,5.99,16.69,1
200737,C100315,2024-12-27T12:14,Phone,Low,product_usability,Bulk upload flow is not intuitive.,-0.08,4.27,14.04,1
200738,C100315,2024-10-14T11:32,Email,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,-0.02,3.38,12.71,1
200739,C100316,2024-09-30T14:10,Chat,Medium,product_usability,The new dashboard is confusing for my staff.,0.36,4.12,6.62,1
200740,C100316,2024-06-22T11:02,Chat,High,product_usability,Search results are not clearly sorted.,0.25,2.01,5.21,1
200741,C100317,2024-10-03T08:23,Chat,Low,product_usability,It's hard to find where to update product SKUs.,-0.12,2.39,11.63,1
200742,C100318,2024-07-18T12:30,In-App,High,product_usability,Bulk upload flow is not intuitive.,0.21,1.54,14.3,1
200743,C100319,2024-06-15T03:45,Phone,High,product_performance,The reporting page keeps timing out.,-0.55,1.53,16.58,1
200744,C100320,2024-03-22T12:41,In-App,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.1,0.44,5.03,1
200745,C100320,2024-03-06T12:58,Chat,Medium,product_performance,The reporting page keeps timing out.,0.02,2.83,2.95,1
200746,C100321,2024-01-30T15:50,In-App,High,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.42,7.71,11.28,0
200747,C100322,2024-09-23T14:10,Chat,Low,product_performance,Inventory sync takes too long to complete.,0.05,1.8,9.98,1
200748,C100322,2024-09-20T04:11,Chat,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.25,3.26,17.69,1
200749,C100322,2024-11-29T13:51,Phone,High,product_performance,Inventory sync takes too long to complete.,-0.2,0.43,10.03,1
200750,C100322,2024-07-10T15:13,Chat,Medium,billing_admin,VAT appears to be calculated incorrectly.,-0.17,0.1,17.53,1
200751,C100323,2024-11-27T07:02,Chat,Medium,billing_admin,We were charged for extra users we don't have.,-0.38,0.51,15.4,1
200752,C100324,2024-08-12T20:32,Email,High,product_usability,The new dashboard is confusing for my staff.,0.35,7.9,20.94,1
200753,C100324,2024-10-30T05:16,Chat,Medium,product_usability,It's hard to find where to update product SKUs.,-0.05,0.47,10.56,1
200754,C100325,2024-12-02T23:46,Phone,High,billing_admin,We were charged for extra users we don't have.,-0.49,4.4,14.18,1
200755,C100325,2024-10-27T19:30,In-App,Low,product_usability,Search results are not clearly sorted.,-0.01,1.92,24.66,1
200756,C100327,2024-11-26T18:52,Chat,Medium,billing_admin,I need to change our billing email and can't find the option.,0.26,19.86,21.65,1
200757,C100328,2024-05-10T23:43,Phone,High,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.5,5.52,12.1,1
200758,C100328,2024-08-02T12:24,Chat,Low,product_performance,Inventory sync takes too long to complete.,-0.29,0.91,15.22,1
200759,C100328,2024-04-01T04:38,Email,Low,product_usability,Search results are not clearly sorted.,-0.33,2.25,11.98,0
200760,C100329,2024-07-30T02:30,Chat,High,product_performance,Dashboard loads very slowly during peak hours.,-0.06,4.9,11.25,1
200761,C100330,2024-03-01T16:26,Phone,High,product_performance,Mobile app crashes when I try to view inventory levels.,-0.04,2.49,16.55,0
200762,C100332,2024-08-01T15:50,In-App,Medium,billing_admin,I need to change our billing email and can't find the option.,0.31,2.69,12.38,1
200763,C100333,2024-02-28T04:16,In-App,High,product_performance,Mobile app crashes when I try to view inventory levels.,-0.14,22.25,22.45,1
200764,C100333,2024-12-10T19:56,In-App,Medium,product_performance,The reporting page keeps timing out.,-0.23,0.29,16.75,1
200765,C100333,2024-03-25T18:33,Email,Medium,product_performance,Dashboard loads very slowly during peak hours.,0.1,5.73,26.83,1
200766,C100333,2024-08-13T22:51,Phone,Medium,billing_admin,I need to change our billing email and can't find the option.,0.11,5.3,9.28,1
200767,C100335,2024-05-06T13:41,Phone,Medium,product_performance,Inventory sync takes too long to complete.,0.6,4.44,18.22,1
200768,C100337,2024-12-19T19:17,In-App,High,billing_admin,Our discount was not applied to this renewal.,0.07,4.12,25.6,0
200769,C100337,2024-12-12T05:23,In-App,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.06,6.42,10.36,1
200770,C100337,2024-07-24T22:25,Chat,High,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.09,3.85,11.7,1
200771,C100337,2024-08-01T14:50,Chat,Low,product_performance,Inventory sync takes too long to complete.,-0.3,3.0,17.18,1
200772,C100338,2024-12-14T17:39,Email,Low,billing_admin,Our discount was not applied to this renewal.,-0.59,2.25,2.34,1
200773,C100339,2024-10-17T04:30,In-App,Low,product_performance,Dashboard loads very slowly during peak hours.,0.23,7.07,13.54,1
200774,C100339,2024-10-08T11:05,Email,High,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.05,4.88,5.81,1
200775,C100339,2024-04-24T22:38,Email,High,billing_admin,Our discount was not applied to this renewal.,-0.06,1.61,4.43,1
200776,C100340,2024-04-19T14:00,Chat,High,product_usability,Search results are not clearly sorted.,0.13,0.1,9.81,1
200777,C100340,2024-12-06T01:50,Chat,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.0,1.44,17.78,1
200778,C100340,2024-12-17T07:41,Email,Urgent,product_performance,The reporting page keeps timing out.,0.09,0.31,11.25,0
200779,C100340,2024-07-29T12:22,In-App,Medium,product_performance,The reporting page keeps timing out.,-0.77,0.15,1.16,1
200780,C100340,2024-07-01T23:45,Email,High,product_usability,It's hard to find where to update product SKUs.,-0.03,3.84,13.04,1
200781,C100341,2024-12-13T11:52,Phone,Medium,sales_expectation,Pricing discussed in the demo does not match our invoice.,0.33,0.82,6.68,1
200782,C100341,2024-03-22T12:36,Email,Medium,product_usability,Search results are not clearly sorted.,-0.22,0.27,1.06,1
200783,C100341,2024-11-11T17:04,Phone,Medium,billing_admin,We were charged for extra users we don't have.,0.26,1.98,2.3,1
200784,C100341,2024-03-12T17:52,Phone,Medium,product_performance,The reporting page keeps timing out.,0.39,1.47,8.55,0
200785,C100341,2024-06-15T07:48,Phone,Urgent,billing_admin,VAT appears to be calculated incorrectly.,0.28,2.31,7.46,1
200786,C100341,2024-05-21T18:55,Email,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.1,4.97,5.26,1
200787,C100341,2024-05-29T12:40,Chat,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,-0.09,0.76,2.31,1
200788,C100342,2024-09-07T13:22,Email,High,product_usability,Bulk upload flow is not intuitive.,0.09,0.55,30.24,1
200789,C100342,2024-06-23T09:05,In-App,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.15,1.12,23.68,1
200790,C100342,2024-06-26T17:59,Chat,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,0.22,0.1,8.36,1
200791,C100343,2024-12-24T18:17,Chat,High,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.2,1.35,1.85,1
200792,C100343,2024-11-11T23:12,Chat,High,product_usability,Search results are not clearly sorted.,0.11,0.1,38.07,1
200793,C100343,2024-08-17T07:12,Chat,High,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.18,5.4,17.72,1
200794,C100343,2024-06-13T03:07,Email,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.31,1.73,12.41,1
200795,C100343,2024-11-02T17:02,In-App,Medium,billing_admin,We were charged for extra users we don't have.,-0.06,4.45,7.75,1
200796,C100343,2024-05-16T18:55,Phone,Medium,sales_expectation,We expected multi-warehouse support out of the box.,0.04,0.56,5.48,1
200797,C100344,2024-09-02T07:48,Chat,Low,sales_expectation,We expected multi-warehouse support out of the box.,-0.18,6.19,6.58,1
200798,C100344,2024-10-19T17:02,Phone,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.31,12.05,14.47,1
200799,C100344,2024-07-02T03:44,In-App,Medium,product_usability,Search results are not clearly sorted.,0.31,15.07,18.15,1
200800,C100344,2024-05-13T21:13,In-App,Medium,product_performance,Dashboard loads very slowly during peak hours.,0.11,2.72,13.69,1
200801,C100345,2024-12-15T19:55,Phone,Low,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.76,8.85,19.18,1
