customer_id,company_name,country,region,is_eu,industry,company_size_bucket,annual_contract_value,product_tier,sales_segment,acquisition_channel,contract_start_date,contract_end_date,renewed_flag,discount_pct,initial_onboarding_score,is_churned
C100671,Company_671,Germany,Europe,1,Ecommerce,Nov-50,5490.92,Starter,SMB_Inside,Inbound,1/8/2023,,1,0.38,4.7,0
C100672,Company_672,Germany,Europe,1,Hospitality,10-Jan,1275.53,Starter,SMB_Inside,Inbound,2/12/2023,,1,0.22,6.7,0
C100673,Company_673,Germany,Europe,1,Wholesale,51-200,39952.64,Growth,MidMarket,Partner,8/6/2023,8/6/2024,0,0.22,5.9,0
C100674,Company_674,Canada,North America,0,,51-200,15388.26,Enterprise,MidMarket,SelfServe,7/6/2023,7/6/2024,0,0.1,6.5,0
C100675,Company_675,Spain,Europe,1,,10-Jan,1886.36,Growth,SMB_Inside,Inbound,2/20/2024,8/21/2024,0,0.27,10,0
C100676,Company_676,Germany,Europe,1,,Nov-50,7302.49,Starter,SMB_Field,Inbound,6/16/2023,,1,0.14,6.9,0
C100677,Company_677,Spain,Europe,1,Wholesale,201-1000,40891.9,Starter,Enterprise,SelfServe,8/2/2023,8/2/2024,0,0.19,4.7,0
C100678,Company_678,France,Europe,1,,10-Jan,2016.81,Starter,SMB_Field,Inbound,12/22/2023,,1,0.23,7,0
C100679,Company_679,Spain,Europe,1,,Nov-50,7312.65,Growth,SMB_Inside,Inbound,11/8/2023,11/8/2024,0,0.18,6.1,0
C100680,Company_680,US,North America,0,,10-Jan,1912.62,Starter,SMB_Inside,SelfServe,1/9/2024,4/9/2024,0,0.28,5.9,1
C100681,Company_681,France,Europe,1,,1000+,369185.69,Growth,Enterprise,Inbound,10/19/2023,10/19/2024,0,0.16,7.9,0
C100682,Company_682,US,North America,0,Ecommerce,1000+,310175.97,Starter,Enterprise,Inbound,5/12/2023,,1,0.11,8.1,0
C100683,Company_683,Australia,North America,0,,Nov-50,9851.99,Starter,SMB_Inside,Partner,7/27/2023,,1,0.12,7.9,0
C100684,Company_684,Germany,Europe,1,,10-Jan,1086.79,Starter,SMB_Field,SelfServe,12/22/2023,,1,0.04,4.8,0
C100685,Company_685,UK,Europe,1,,10-Jan,1755.94,Starter,SMB_Inside,SelfServe,1/1/2024,1/1/2025,0,0.09,6.5,0
C100686,Company_686,Spain,Europe,1,Ecommerce,10-Jan,2058.87,Starter,SMB_Field,Outbound,1/29/2023,,1,0.05,4,0
C100687,Company_687,Spain,Europe,1,Wholesale,Nov-50,9747.61,Starter,SMB_Inside,Inbound,10/17/2023,10/17/2024,0,0.16,9,0
C100688,Company_688,US,North America,0,,10-Jan,1088.18,Starter,SMB_Field,SelfServe,6/21/2023,9/20/2023,0,0.42,1.9,1
C100689,Company_689,US,North America,0,Ecommerce,201-1000,51761.19,Enterprise,Enterprise,Inbound,4/3/2023,,1,0.42,6.1,0
C100690,Company_690,Netherlands,Europe,1,Ecommerce,51-200,19341.26,Enterprise,MidMarket,SelfServe,7/12/2023,7/12/2024,0,0.15,5.8,0
C100691,Company_691,Netherlands,Europe,1,,10-Jan,1674.44,Starter,SMB_Field,Outbound,3/26/2023,,1,0.11,7.2,0
C100692,Company_692,Netherlands,Europe,1,Retail,51-200,20293.47,Growth,MidMarket,Outbound,1/13/2024,7/14/2024,0,0.35,5.9,0
C100693,Company_693,Spain,Europe,1,Healthcare,10-Jan,2474.46,Growth,SMB_Inside,Partner,2/21/2023,,1,0.06,6.9,0
C100694,Company_694,Canada,North America,0,,Nov-50,8620.76,Starter,SMB_Inside,Partner,2/20/2024,2/20/2025,0,0.28,7.7,0
C100695,Company_695,UK,Europe,1,Manufacturing,10-Jan,2335.85,Starter,SMB_Inside,Partner,10/7/2023,,1,0.24,6.3,0
C100696,Company_696,France,Europe,1,Ecommerce,10-Jan,2861.33,Growth,SMB_Inside,Inbound,9/9/2023,9/9/2024,0,0.02,6,0
C100697,Company_697,Australia,North America,0,,10-Jan,2030.17,Starter,SMB_Inside,Outbound,4/3/2023,,1,0.22,5.9,0
C100698,Company_698,France,Europe,1,Healthcare,10-Jan,1924.71,Starter,SMB_Inside,SelfServe,1/13/2023,,1,0.09,5.8,0
C100699,Company_699,Netherlands,Europe,1,Manufacturing,Nov-50,8465.13,Growth,SMB_Field,Inbound,12/26/2023,12/26/2024,0,0.34,2.9,0
C100700,Company_700,Spain,Europe,1,Hospitality,10-Jan,1430.17,Starter,SMB_Field,Inbound,6/27/2023,,1,0.09,5,0
C100701,Company_701,UK,Europe,1,,51-200,15584.95,Enterprise,MidMarket,SelfServe,11/9/2023,11/9/2024,0,0.1,9.1,0
C100702,Company_702,Spain,Europe,1,Manufacturing,Nov-50,8822.77,Starter,SMB_Field,SelfServe,8/11/2023,,1,0.21,4.6,0
C100703,Company_703,France,Europe,1,Logistics,10-Jan,1159.31,Growth,SMB_Inside,Outbound,7/23/2023,,1,0.24,7.1,0
C100704,Company_704,Germany,Europe,1,,10-Jan,1351.25,Growth,SMB_Field,SelfServe,4/23/2023,,1,0.35,7.6,0
C100705,Company_705,Spain,Europe,1,Logistics,Nov-50,3668.81,Starter,SMB_Inside,Inbound,1/12/2024,1/12/2025,0,0.24,6.4,0
C100706,Company_706,Australia,North America,0,Wholesale,10-Jan,1271.66,Growth,SMB_Inside,SelfServe,9/6/2023,,1,0.3,5.1,0
C100707,Company_707,Canada,North America,0,,Nov-50,8441.12,Starter,SMB_Inside,Outbound,3/13/2023,,1,0.18,4.4,0
C100708,Company_708,UK,Europe,1,,201-1000,103235.64,Growth,Enterprise,SelfServe,3/10/2024,3/11/2025,0,0.05,5.4,0
C100709,Company_709,Netherlands,Europe,1,,10-Jan,2574.5,Growth,SMB_Inside,SelfServe,2/1/2023,,1,0.36,8,0
C100710,Company_710,Canada,North America,0,Hospitality,Nov-50,6651.2,Starter,SMB_Field,Inbound,12/23/2023,,1,0.17,7.9,0
C100711,Company_711,Australia,North America,0,,10-Jan,2198.2,Starter,SMB_Inside,Partner,2/26/2024,,1,0.43,2.2,0
C100712,Company_712,Australia,North America,0,Wholesale,51-200,16464.08,Enterprise,MidMarket,Partner,2/17/2023,,1,0.24,7.3,0
C100713,Company_713,UK,Europe,1,Wholesale,51-200,26751.53,Growth,MidMarket,Outbound,11/3/2023,11/3/2024,0,0.13,7.6,0
C100714,Company_714,Netherlands,Europe,1,Hospitality,51-200,21013.99,Enterprise,MidMarket,Outbound,4/18/2023,,1,0.13,3.8,0
C100715,Company_715,US,North America,0,Manufacturing,Nov-50,8762.58,Growth,SMB_Inside,SelfServe,2/19/2024,2/19/2025,0,0.17,6.4,0
C100716,Company_716,Spain,Europe,1,Professional Services,10-Jan,1578.7,Growth,SMB_Field,SelfServe,10/7/2023,4/7/2024,0,0.13,4.8,1
C100717,Company_717,Canada,North America,0,Manufacturing,201-1000,75031.64,Growth,Enterprise,SelfServe,1/11/2024,1/11/2025,0,0.24,7.3,0
C100718,Company_718,UK,Europe,1,Hospitality,Nov-50,3951.2,Growth,SMB_Inside,Outbound,11/13/2023,11/13/2024,0,0.27,5.2,0
C100719,Company_719,Germany,Europe,1,Hospitality,Nov-50,6072.36,Growth,SMB_Inside,SelfServe,2/27/2024,2/27/2025,0,0.17,4.7,0
C100720,Company_720,Canada,North America,0,Hospitality,Nov-50,7957.19,Growth,SMB_Inside,Inbound,1/14/2023,1/15/2024,0,0.27,4.6,1
C100721,Company_721,Australia,North America,0,Manufacturing,Nov-50,8316.41,Starter,SMB_Inside,Partner,2/13/2023,2/14/2024,0,0.19,5.9,1
C100722,Company_722,Netherlands,Europe,1,,Nov-50,3084.44,Starter,SMB_Field,SelfServe,3/19/2024,3/20/2025,0,0.25,7.7,0
C100723,Company_723,Canada,North America,0,Retail,51-200,29777.34,Enterprise,MidMarket,Outbound,4/19/2023,,1,0.29,5.5,0
C100724,Company_724,Australia,North America,0,,Nov-50,9194.12,Starter,SMB_Inside,SelfServe,5/1/2023,,1,0.09,2.1,0
C100725,Company_725,Netherlands,Europe,1,Ecommerce,51-200,27495.85,Growth,MidMarket,Outbound,9/9/2023,9/9/2024,0,0.14,6.6,0
C100726,Company_726,Canada,North America,0,Wholesale,51-200,13870.13,Enterprise,MidMarket,Outbound,5/12/2023,,1,0.3,8.9,0
C100727,Company_727,Australia,North America,0,Healthcare,Nov-50,3441.66,Growth,SMB_Inside,Outbound,3/22/2023,,1,0.27,6.8,0
C100728,Company_728,Canada,North America,0,Retail,Nov-50,9869.91,Starter,SMB_Inside,Partner,4/8/2023,,1,0.24,7.4,0
C100729,Company_729,Germany,Europe,1,,Nov-50,4767.98,Starter,SMB_Inside,Partner,5/1/2023,5/1/2024,0,0.27,7.8,1
C100730,Company_730,Canada,North America,0,Professional Services,51-200,39805.05,Starter,MidMarket,Inbound,1/28/2023,1/29/2024,0,0.41,9.1,1
C100731,Company_731,Netherlands,Europe,1,Hospitality,51-200,37450.97,Growth,MidMarket,Outbound,11/29/2023,11/29/2024,0,0.11,6.6,0
C100732,Company_732,Canada,North America,0,Hospitality,10-Jan,1868.37,Starter,SMB_Inside,SelfServe,9/9/2023,,1,0.24,5.5,0
C100733,Company_733,Netherlands,Europe,1,Healthcare,201-1000,90339.51,Growth,Enterprise,Outbound,3/5/2023,,1,0.07,6.2,0
C100734,Company_734,Australia,North America,0,Professional Services,Nov-50,4032.67,Starter,SMB_Inside,SelfServe,2/8/2023,2/9/2024,0,0.37,5.5,1
C100735,Company_735,US,North America,0,,10-Jan,1489.68,Starter,SMB_Inside,Inbound,3/26/2023,,1,0.18,6.7,0
C100736,Company_736,Australia,North America,0,Professional Services,10-Jan,2781.65,Starter,SMB_Inside,Partner,3/13/2023,,1,0.17,8.9,0
C100737,Company_737,Canada,North America,0,,51-200,26368.25,Enterprise,MidMarket,SelfServe,12/8/2023,,1,0.25,3.1,0
C100738,Company_738,Germany,Europe,1,Logistics,Nov-50,5554.7,Growth,SMB_Inside,Inbound,10/8/2023,10/8/2024,0,0.37,6,0
C100739,Company_739,US,North America,0,Logistics,1000+,394659.59,Starter,Enterprise,Inbound,1/19/2024,1/19/2025,0,0.27,7.8,0
C100740,Company_740,Germany,Europe,1,Wholesale,10-Jan,1942.17,Starter,SMB_Inside,Outbound,5/28/2023,8/27/2023,0,0.21,3.1,1
C100741,Company_741,Spain,Europe,1,Retail,51-200,28111.8,Growth,MidMarket,SelfServe,11/1/2023,11/1/2024,0,0.16,7.7,0
C100742,Company_742,US,North America,0,,10-Jan,2766.24,Enterprise,SMB_Inside,Partner,9/24/2023,,1,0.25,5,0
C100743,Company_743,France,Europe,1,Healthcare,10-Jan,2426.92,Growth,SMB_Field,Outbound,3/29/2024,,1,0.05,7.3,0
C100744,Company_744,Australia,North America,0,Healthcare,10-Jan,2573.1,Starter,SMB_Inside,Outbound,3/19/2023,,1,0.14,3.3,0
C100745,Company_745,Spain,Europe,1,,10-Jan,1573.63,Starter,SMB_Inside,Outbound,5/14/2023,11/13/2023,0,0.42,4.7,1
C100746,Company_746,Canada,North America,0,,Nov-50,7358.38,Starter,SMB_Inside,Inbound,1/25/2023,,1,0.27,6.9,0
C100747,Company_747,Germany,Europe,1,Professional Services,1000+,278188.55,Growth,Enterprise,Outbound,3/16/2024,3/17/2025,0,0.27,1.3,0
C100748,Company_748,Germany,Europe,1,,Nov-50,8985.62,Growth,SMB_Inside,SelfServe,9/15/2023,,1,0.37,4.6,0
C100749,Company_749,Spain,Europe,1,Logistics,1000+,376240.61,Growth,Enterprise,Partner,7/20/2023,,1,0.11,6.7,0
C100750,Company_750,US,North America,0,,1000+,436228.49,Growth,Enterprise,Outbound,11/27/2023,11/27/2024,0,0.44,7.3,0
C100751,Company_751,US,North America,0,,10-Jan,2072.6,Starter,SMB_Inside,Partner,7/26/2023,,1,0.28,4.2,0
C100752,Company_752,Canada,North America,0,,10-Jan,2319.93,Growth,SMB_Inside,Outbound,9/24/2023,9/24/2024,0,0.09,3.2,0
C100753,Company_753,Spain,Europe,1,Hospitality,51-200,31482.8,Growth,MidMarket,SelfServe,5/16/2023,,1,0.47,5.3,0
C100754,Company_754,Spain,Europe,1,Wholesale,Nov-50,6641.49,Growth,SMB_Inside,Inbound,11/24/2023,11/24/2024,0,0.22,4.8,0
C100755,Company_755,US,North America,0,Manufacturing,10-Jan,2469.42,Growth,SMB_Inside,Partner,10/10/2023,10/10/2024,0,0.07,5,0
C100756,Company_756,Australia,North America,0,Ecommerce,201-1000,106015.45,Growth,Enterprise,Partner,1/4/2024,1/4/2025,0,0.2,3.5,0
C100757,Company_757,Netherlands,Europe,1,Manufacturing,10-Jan,2533.11,Starter,SMB_Field,Inbound,2/11/2024,5/12/2024,0,0.23,6.9,1
C100758,Company_758,Spain,Europe,1,Healthcare,Nov-50,7941.56,Starter,SMB_Inside,Outbound,2/16/2024,8/17/2024,0,0.09,7.3,0
C100759,Company_759,Australia,North America,0,Manufacturing,51-200,11293.83,Starter,MidMarket,Inbound,1/30/2023,8/1/2023,0,0.3,5.2,1
C100760,Company_760,UK,Europe,1,Wholesale,Nov-50,5244.89,Growth,SMB_Field,Inbound,7/20/2023,,1,0.32,9.6,0
C100761,Company_761,Netherlands,Europe,1,,Nov-50,9008.04,Growth,SMB_Field,Partner,1/27/2023,,1,0.17,6.2,0
C100762,Company_762,Australia,North America,0,Ecommerce,10-Jan,2952.97,Starter,SMB_Inside,Inbound,11/8/2023,11/8/2024,0,0.31,5.3,0
C100763,Company_763,Canada,North America,0,Ecommerce,201-1000,75312.37,Growth,Enterprise,Outbound,10/27/2023,,1,0.25,8.9,0
C100764,Company_764,Spain,Europe,1,,51-200,15811.01,Enterprise,MidMarket,Outbound,2/5/2023,,1,0.28,6.6,0
C100765,Company_765,Spain,Europe,1,Hospitality,1000+,239741.96,Enterprise,Enterprise,Inbound,3/6/2024,3/7/2025,0,0.16,6.5,0
C100766,Company_766,Netherlands,Europe,1,Professional Services,10-Jan,1416.65,Starter,SMB_Inside,Inbound,12/8/2023,,1,0.18,6.5,0
C100767,Company_767,Australia,North America,0,Retail,51-200,15037.1,Enterprise,MidMarket,Inbound,2/24/2024,2/24/2025,0,0.31,7.6,0
C100768,Company_768,France,Europe,1,Ecommerce,51-200,35332.79,Growth,MidMarket,Partner,5/3/2023,,1,0.06,6.6,0
C100769,Company_769,UK,Europe,1,Hospitality,51-200,31363.54,Starter,MidMarket,Inbound,7/25/2023,7/25/2024,0,0.5,3.9,0
C100770,Company_770,US,North America,0,,10-Jan,2134.97,Starter,SMB_Inside,SelfServe,12/5/2023,,1,0.15,4,0
C100771,Company_771,Australia,North America,0,,10-Jan,1142.9,Starter,SMB_Field,SelfServe,4/13/2023,4/13/2024,0,0.15,6.7,1
C100772,Company_772,Germany,Europe,1,,10-Jan,1187.82,Starter,SMB_Inside,Outbound,6/11/2023,,1,0.04,6,0
C100773,Company_773,US,North America,0,Healthcare,10-Jan,1535.69,Growth,SMB_Inside,Outbound,7/8/2023,7/8/2024,0,0.19,4.8,0
C100774,Company_774,US,North America,0,,Nov-50,4469.52,Growth,SMB_Field,Outbound,12/11/2023,,1,0.11,7.4,0
C100775,Company_775,Australia,North America,0,Professional Services,10-Jan,1852.89,Growth,SMB_Inside,Inbound,5/29/2023,,1,0.07,7.4,0
C100776,Company_776,Spain,Europe,1,Manufacturing,10-Jan,1453.74,Growth,SMB_Field,Inbound,12/27/2023,,1,0.18,9.7,0
C100777,Company_777,Netherlands,Europe,1,,51-200,34190.66,Growth,MidMarket,Outbound,9/28/2023,9/28/2024,0,0.14,2.2,0
C100778,Company_778,Spain,Europe,1,Manufacturing,201-1000,40969.63,Enterprise,Enterprise,Outbound,6/23/2023,,1,0.06,6.5,0
C100779,Company_779,US,North America,0,Hospitality,51-200,22324.28,Enterprise,MidMarket,Inbound,2/10/2024,2/10/2025,0,0.19,7.3,0
C100780,Company_780,Canada,North America,0,Logistics,10-Jan,2666.42,Starter,SMB_Inside,Partner,10/8/2023,,1,0.16,5.5,0
C100781,Company_781,UK,Europe,1,,Nov-50,4289.75,Growth,SMB_Inside,SelfServe,6/18/2023,,1,0.04,7.2,0
C100782,Company_782,Netherlands,Europe,1,,51-200,18747.3,Growth,MidMarket,SelfServe,5/2/2023,,1,0.28,2.6,0
C100783,Company_783,Australia,North America,0,Wholesale,Nov-50,5878.79,Growth,SMB_Field,Partner,10/2/2023,10/2/2024,0,0.16,5.4,0
C100784,Company_784,Canada,North America,0,,1000+,173044.76,Enterprise,Enterprise,SelfServe,3/21/2023,,1,0.22,5.6,0
C100785,Company_785,Netherlands,Europe,1,Wholesale,1000+,223702.72,Starter,Enterprise,SelfServe,10/21/2023,10/21/2024,0,0.02,8.8,0
C100786,Company_786,Spain,Europe,1,,10-Jan,1605.5,Starter,SMB_Inside,SelfServe,3/7/2024,9/6/2024,0,0.07,7,0
C100787,Company_787,France,Europe,1,,51-200,35264.98,Growth,MidMarket,Partner,12/26/2023,6/26/2024,0,0.41,5.5,1
C100788,Company_788,UK,Europe,1,Logistics,10-Jan,1050.74,Starter,SMB_Inside,Outbound,1/30/2023,,1,0.08,7.8,0
C100789,Company_789,Canada,North America,0,Professional Services,10-Jan,1051.61,Starter,SMB_Field,Inbound,1/25/2024,,1,0.13,7.8,0
C100790,Company_790,US,North America,0,,201-1000,78507.84,Enterprise,Enterprise,Partner,8/23/2023,8/23/2024,0,0.35,5.5,0
C100791,Company_791,UK,Europe,1,Ecommerce,201-1000,138060.06,Enterprise,Enterprise,Outbound,5/7/2023,,1,0.06,5.1,0
C100792,Company_792,Canada,North America,0,,Nov-50,9186.81,Growth,SMB_Inside,SelfServe,9/7/2023,9/7/2024,0,0.41,3.1,0
C100793,Company_793,UK,Europe,1,Professional Services,10-Jan,1140.47,Starter,SMB_Inside,Inbound,3/10/2023,,1,0.22,4,0
C100794,Company_794,Germany,Europe,1,Manufacturing,51-200,27737.29,Growth,MidMarket,Inbound,4/2/2023,,1,0.15,7.1,0
C100795,Company_795,France,Europe,1,Hospitality,10-Jan,2862.53,Starter,SMB_Inside,Partner,9/11/2023,,1,0.27,5.9,0
C100796,Company_796,France,Europe,1,Wholesale,51-200,31204.58,Growth,MidMarket,Inbound,4/7/2023,,1,0.06,8,0
C100797,Company_797,France,Europe,1,Manufacturing,51-200,21051.24,Growth,MidMarket,Inbound,4/30/2023,,1,0.06,6.2,0
C100798,Company_798,UK,Europe,1,Professional Services,51-200,27981.38,Enterprise,MidMarket,Partner,11/26/2023,11/26/2024,0,0.24,6.5,0
C100799,Company_799,Germany,Europe,1,Wholesale,Nov-50,3092.88,Starter,SMB_Field,Outbound,1/15/2023,,1,0.03,8,0
C100800,Company_800,Canada,North America,0,Retail,Nov-50,8382.65,Growth,SMB_Inside,Partner,1/19/2023,,1,0.26,6.5,0
C100801,Company_801,Netherlands,Europe,1,,51-200,20590.73,Enterprise,MidMarket,SelfServe,2/12/2024,2/12/2025,0,0.17,6.6,0
C100802,Company_802,Germany,Europe,1,Logistics,10-Jan,2871.09,Starter,SMB_Field,SelfServe,3/3/2024,9/2/2024,0,0.21,3.9,0
C100803,Company_803,Germany,Europe,1,Hospitality,51-200,33269.64,Enterprise,MidMarket,Outbound,1/25/2024,7/26/2024,0,0.13,5.9,0
C100804,Company_804,Canada,North America,0,Professional Services,51-200,33144.55,Enterprise,MidMarket,Partner,4/23/2023,,1,0.1,9.7,0
C100805,Company_805,Canada,North America,0,Professional Services,51-200,28641.54,Growth,MidMarket,Outbound,10/2/2023,10/2/2024,0,0.3,6.3,0
C100806,Company_806,Netherlands,Europe,1,Professional Services,51-200,16262.38,Growth,MidMarket,Outbound,3/22/2024,9/21/2024,0,0.1,6.8,0
C100807,Company_807,UK,Europe,1,Wholesale,Nov-50,4396.08,Enterprise,SMB_Inside,Partner,11/30/2023,11/30/2024,0,0.19,6.8,0
C100808,Company_808,UK,Europe,1,Retail,10-Jan,1377.34,Growth,SMB_Inside,SelfServe,2/25/2024,8/26/2024,0,0.03,7.5,0
C100809,Company_809,UK,Europe,1,Wholesale,10-Jan,1512.09,Growth,SMB_Inside,Inbound,1/31/2023,8/2/2023,0,0.1,7.3,1
C100810,Company_810,Spain,Europe,1,Ecommerce,Nov-50,9599.4,Growth,SMB_Field,Outbound,6/22/2023,,1,0.11,6.2,0
C100811,Company_811,Germany,Europe,1,Manufacturing,Nov-50,3135.23,Growth,SMB_Inside,Outbound,5/8/2023,,1,0.5,4.4,0
C100812,Company_812,Germany,Europe,1,Hospitality,Nov-50,5299.56,Enterprise,SMB_Inside,Inbound,9/5/2023,9/5/2024,0,0.08,6.4,0
C100813,Company_813,Spain,Europe,1,Professional Services,10-Jan,2348.4,Starter,SMB_Inside,Partner,2/5/2023,,1,0.13,4.5,0
C100814,Company_814,Germany,Europe,1,,51-200,29011.96,Growth,MidMarket,SelfServe,4/6/2023,,1,0.08,5.9,0
C100815,Company_815,Germany,Europe,1,Wholesale,Nov-50,6206.47,Starter,SMB_Inside,Inbound,11/16/2023,11/16/2024,0,0.28,6.5,0
C100816,Company_816,UK,Europe,1,,Nov-50,8617.16,Enterprise,SMB_Field,Partner,3/5/2024,9/4/2024,0,0.06,6.6,0
C100817,Company_817,US,North America,0,Retail,51-200,28087.26,Growth,MidMarket,Partner,3/22/2023,,1,0.04,6,0
C100818,Company_818,Netherlands,Europe,1,Hospitality,10-Jan,2131.64,Starter,SMB_Inside,Inbound,12/19/2023,,1,0.03,6,0
C100819,Company_819,Australia,North America,0,Professional Services,Nov-50,8897.35,Starter,SMB_Inside,Partner,9/25/2023,9/25/2024,0,0.32,8.6,0
C100820,Company_820,France,Europe,1,Healthcare,10-Jan,1034.94,Enterprise,SMB_Inside,Outbound,9/4/2023,12/4/2023,0,0.07,5,1
C100821,Company_821,Australia,North America,0,,201-1000,89513.67,Growth,Enterprise,SelfServe,5/20/2023,,1,0.09,9,0
C100822,Company_822,Germany,Europe,1,Retail,51-200,39425.3,Starter,MidMarket,SelfServe,9/11/2023,9/11/2024,0,0.22,7.7,0
C100823,Company_823,Netherlands,Europe,1,,51-200,26364.64,Enterprise,MidMarket,Partner,5/28/2023,,1,0.23,6.8,0
C100824,Company_824,Netherlands,Europe,1,Retail,201-1000,130504.03,Growth,Enterprise,SelfServe,8/18/2023,8/18/2024,0,0.3,5.2,0
C100825,Company_825,Germany,Europe,1,,51-200,25902.65,Enterprise,MidMarket,Inbound,10/29/2023,10/29/2024,0,0.1,6.7,0
C100826,Company_826,France,Europe,1,Retail,10-Jan,2860.85,Starter,SMB_Inside,Outbound,3/23/2024,9/22/2024,0,0.19,7.4,0
C100827,Company_827,UK,Europe,1,Retail,1000+,415325.73,Enterprise,Enterprise,Inbound,7/18/2023,,1,0.36,2,0
C100828,Company_828,Australia,North America,0,Hospitality,Nov-50,7389.97,Growth,SMB_Field,Partner,10/11/2023,10/11/2024,0,0.29,6.2,0
C100829,Company_829,Canada,North America,0,Hospitality,Nov-50,6782.06,Starter,SMB_Field,Inbound,6/18/2023,,1,0.2,4.9,0
C100830,Company_830,Canada,North America,0,Manufacturing,Nov-50,8327.77,Growth,SMB_Inside,Partner,1/29/2024,1/29/2025,0,0.21,6.8,0
C100831,Company_831,Australia,North America,0,Retail,10-Jan,1616.71,Starter,SMB_Inside,Outbound,10/5/2023,10/5/2024,0,0.18,5.3,0
C100832,Company_832,Canada,North America,0,Healthcare,Nov-50,5647.06,Growth,SMB_Inside,SelfServe,4/20/2023,,1,0.05,5.7,0
C100833,Company_833,UK,Europe,1,Ecommerce,Nov-50,9799.81,Starter,SMB_Inside,SelfServe,11/1/2023,,1,0.2,10,0
C100834,Company_834,UK,Europe,1,Healthcare,Nov-50,3301.02,Growth,SMB_Inside,Outbound,2/13/2024,2/13/2025,0,0.19,8,0
C100835,Company_835,US,North America,0,Hospitality,51-200,34649.4,Growth,MidMarket,Inbound,6/27/2023,6/27/2024,0,0.06,5.9,1
C100836,Company_836,France,Europe,1,Healthcare,10-Jan,2562.98,Starter,SMB_Inside,SelfServe,7/30/2023,,1,0.23,6.2,0
C100837,Company_837,France,Europe,1,Ecommerce,Nov-50,5345.77,Growth,SMB_Inside,Partner,1/18/2024,1/18/2025,0,0.14,6.2,0
C100838,Company_838,Spain,Europe,1,,201-1000,112185.08,Growth,Enterprise,Outbound,5/23/2023,,1,0.03,8.7,0
C100839,Company_839,Netherlands,Europe,1,Hospitality,10-Jan,1050.01,Growth,SMB_Field,Inbound,7/9/2023,7/9/2024,0,0.08,6.5,0
C100840,Company_840,Canada,North America,0,,10-Jan,1900.06,Starter,SMB_Field,Partner,10/15/2023,,1,0.08,5.9,0
C100841,Company_841,Netherlands,Europe,1,Logistics,Nov-50,8747.87,Growth,SMB_Inside,Inbound,2/1/2023,2/2/2024,0,0.43,4,1
C100842,Company_842,Germany,Europe,1,Manufacturing,10-Jan,1337.04,Starter,SMB_Field,SelfServe,2/19/2023,,1,0.04,8.1,0
C100843,Company_843,UK,Europe,1,,51-200,30643.42,Growth,MidMarket,SelfServe,2/21/2023,,1,0.16,5.5,0
C100844,Company_844,UK,Europe,1,,Nov-50,8690.33,Starter,SMB_Inside,SelfServe,1/21/2023,,1,0.09,7.1,0
C100845,Company_845,Spain,Europe,1,Logistics,Nov-50,9490.22,Growth,SMB_Field,Inbound,1/31/2023,,1,0.25,6.8,0
C100846,Company_846,UK,Europe,1,Retail,10-Jan,1412.29,Growth,SMB_Field,Outbound,6/11/2023,,1,0.08,5.6,0
C100847,Company_847,UK,Europe,1,Logistics,51-200,15801.48,Growth,MidMarket,Outbound,6/30/2023,,1,0.15,2.7,0
C100848,Company_848,UK,Europe,1,,Nov-50,5256.33,Growth,SMB_Inside,Inbound,9/11/2023,9/11/2024,0,0.19,7,0
C100849,Company_849,UK,Europe,1,,10-Jan,1798.6,Starter,SMB_Inside,SelfServe,9/2/2023,12/2/2023,0,0.35,8.4,1
C100850,Company_850,Spain,Europe,1,Professional Services,201-1000,138233.3,Enterprise,Enterprise,Inbound,10/1/2023,10/1/2024,0,0.13,6.7,0
C100851,Company_851,UK,Europe,1,Professional Services,10-Jan,1438.53,Starter,SMB_Field,Inbound,2/14/2024,5/15/2024,0,0.24,7,1
C100852,Company_852,US,North America,0,Retail,51-200,36160.89,Enterprise,MidMarket,Partner,7/14/2023,1/13/2024,0,0.43,5.6,1
C100853,Company_853,Netherlands,Europe,1,Hospitality,10-Jan,1060.38,Enterprise,SMB_Field,Partner,12/13/2023,,1,0.16,7.1,0
C100854,Company_854,Australia,North America,0,Manufacturing,Nov-50,4695.65,Growth,SMB_Inside,Inbound,10/30/2023,10/30/2024,0,0.11,7.1,0
C100855,Company_855,Netherlands,Europe,1,Hospitality,51-200,33351.87,Enterprise,MidMarket,Partner,1/7/2023,,1,0.19,7.3,0
C100856,Company_856,UK,Europe,1,,201-1000,123394.21,Growth,Enterprise,SelfServe,3/11/2023,,1,0.14,6.3,0
C100857,Company_857,Germany,Europe,1,Ecommerce,Nov-50,4924.79,Growth,SMB_Inside,Inbound,12/19/2023,12/19/2024,0,0.08,6.7,0
C100858,Company_858,UK,Europe,1,Wholesale,Nov-50,5070.69,Growth,SMB_Field,Inbound,9/30/2023,,1,0.23,7.3,0
C100859,Company_859,UK,Europe,1,Wholesale,Nov-50,4592.6,Growth,SMB_Inside,SelfServe,11/4/2023,11/4/2024,0,0.21,6.8,0
C100860,Company_860,UK,Europe,1,,1000+,438059.91,Growth,Enterprise,Partner,10/17/2023,10/17/2024,0,0.24,5.7,0
C100861,Company_861,Australia,North America,0,,201-1000,115468.05,Enterprise,Enterprise,Inbound,6/9/2023,,1,0.03,7.8,0
C100862,Company_862,France,Europe,1,,10-Jan,1654.63,Growth,SMB_Inside,Inbound,2/28/2024,5/29/2024,0,0.19,4.6,1
